fold,target_port,role,product_id,acquisition_date
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250901T021542_20250901T021605_060788_07912C_0086,20250901
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250902T224808_20250902T224833_060815_079241_9713,20250902
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250902T233423_20250902T233448_060815_079246_B71C,20250902
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250906T190751_20250906T190816_060871_07947B_EDC3,20250906
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250909T055837_20250909T055902_060907_0795EC_8CC1,20250909
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250910T142503_20250910T142528_060927_0796BD_18EC,20250910
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250911T163003_20250911T163028_060942_079755_9E0D,20250911
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250912T153902_20250912T153931_060956_0797E9_52CC,20250912
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250912T173326_20250912T173351_060958_0797F4_2E8D,20250912
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250914T224808_20250914T224833_060990_079946_63DA,20250914
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250918T190752_20250918T190817_061046_079B83_BFBC,20250918
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250922T142504_20250922T142529_061102_079DC2_7207,20250922
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250924T153902_20250924T153931_061131_079EEF_95D2,20250924
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250925T021543_20250925T021606_061138_079F34_4E55,20250925
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250926T224808_20250926T224833_061165_07A04B_FD27,20250926
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250930T113407_20250930T113432_061217_07A26A_3C89,20250930
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20250930T190752_20250930T190817_061221_07A294_DB4F,20250930
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251004T142503_20251004T142528_061277_07A4D4_B04D,20251004
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251006T153903_20251006T153932_061306_07A5FE_9B54,20251006
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251008T224809_20251008T224834_061340_07A75B_C1A5,20251008
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251012T113408_20251012T113433_061392_07A972_E193,20251012
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251012T190752_20251012T190817_061396_07A99C_7947,20251012
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251016T142504_20251016T142529_061452_07ABDD_BF78,20251016
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251018T153903_20251018T153932_061481_07AD03_B243,20251018
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251020T224808_20251020T224833_061515_07AE62_BC0B,20251020
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251024T190752_20251024T190817_061571_07B0A2_E5D2,20251024
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251027T055837_20251027T055902_061607_07B211_E251,20251027
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251028T142503_20251028T142528_061627_07B2E5_AF8B,20251028
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251030T153902_20251030T153931_061656_07B411_FB08,20251030
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251101T224808_20251101T224833_061690_07B564_1AD8,20251101
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251101T233423_20251101T233448_061690_07B569_16F6,20251101
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251105T190752_20251105T190817_061746_07B792_3E36,20251105
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4,20251109
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251113T224807_20251113T224832_061865_07BC26_8BE5,20251113
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251117T190751_20251117T190816_061921_07BE5B_1974,20251117
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251120T055836_20251120T055901_061957_07BFB6_DC2D,20251120
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251121T142503_20251121T142528_061977_07C08B_B3BC,20251121
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251125T224806_20251125T224831_062040_07C2F5_5BFA,20251125
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251126T225109_20251126T225134_062055_07C38B_B529,20251126
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251129T113406_20251129T113431_062092_07C503_6B6D,20251129
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251129T190750_20251129T190815_062096_07C52D_C156,20251129
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251202T055835_20251202T055900_062132_07C68A_27C0,20251202
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251203T142501_20251203T142526_062152_07C75E_D213,20251203
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251206T021540_20251206T021603_062188_07C8BF_E0FB,20251206
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251207T224805_20251207T224830_062215_07C9D3_13F1,20251207
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251211T113405_20251211T113430_062267_07CBD7_A7ED,20251211
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251211T190749_20251211T190814_062271_07CC01_6A6B,20251211
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251214T055834_20251214T055859_062307_07CD62_B45A,20251214
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251215T142500_20251215T142525_062327_07CE36_F264,20251215
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251216T162959_20251216T163024_062342_07CECD_EF29,20251216
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251217T173322_20251217T173347_062358_07CF5C_3556,20251217
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251219T224804_20251219T224829_062390_07D0A3_DC5F,20251219
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251223T113403_20251223T113428_062442_07D2AB_3284,20251223
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251223T181816_20251223T181841_062446_07D2CE_C333,20251223
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251223T190747_20251223T190812_062446_07D2D3_0484,20251223
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251226T055832_20251226T055857_062482_07D430_A244,20251226
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1,20251227
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251230T095431_20251230T095456_062543_07D685_F009,20251230
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20251231T224803_20251231T224828_062565_07D762_CEEB,20251231
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415,20260104
Busan,Busan,source_fit,S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,20260224
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250414T015728_20250414T015809_001883_0039AF_C154,20250414
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250611T055738_20250611T055803_002731_005A0C_2C37,20250611
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250614T213050_20250614T213119_002784_005B97_D06D,20250614
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250623T055738_20250623T055803_002906_005F16_6E06,20250623
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250705T055739_20250705T055804_003081_00641D_2DF0,20250705
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250720T173209_20250720T173234_003307_006AB5_D3FE,20250720
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250802T103843_20250802T103908_003492_00701B_89A1,20250802
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250803T233313_20250803T233338_003514_0070C0_6937,20250803
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250810T055741_20250810T055806_003606_007385_F130,20250810
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250813T213053_20250813T213122_003659_00751A_DBC8,20250813
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250814T021436_20250814T021501_003662_00752F_F0F2,20250814
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250822T055742_20250822T055806_003781_0078C6_2C32,20250822
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250827T233314_20250827T233339_003864_007B3B_3B7B,20250827
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250903T055742_20250903T055807_003956_007E04_B34B,20250903
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250906T173211_20250906T173236_004007_007F7E_D39D,20250906
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250915T055742_20250915T055807_004131_008359_AA20,20250915
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250920T030348_20250920T030413_004202_008573_E1A5,20250920
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250920T031050_20250920T031118_004202_008574_3319,20250920
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20250927T055742_20250927T055807_004306_0088A6_843A,20250927
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251002T031050_20251002T031117_004377_008ACD_BFF1,20251002
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629,20251013
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251024T213054_20251024T213124_004709_0094E0_DB1C,20251024
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251025T021438_20251025T021503_004712_0094F6_EC36,20251025
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251026T030348_20251026T030413_004727_009566_6FE4,20251026
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251105T213054_20251105T213124_004884_009A7D_8FDC,20251105
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,20251106
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251107T030348_20251107T030413_004902_009B16_327F,20251107
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251117T173211_20251117T173236_005057_00A047_CB70,20251117
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251117T213054_20251117T213123_005059_00A05C_1C3A,20251117
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251119T031050_20251119T031117_005077_00A0F4_F122,20251119
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251129T213053_20251129T213123_005234_00A63B_63CD,20251129
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251130T021436_20251130T021501_005237_00A653_4A11,20251130
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251201T030347_20251201T030412_005252_00A6CF_3A0E,20251201
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251211T213053_20251211T213122_005409_00AC3F_40F8,20251211
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251213T233313_20251213T233338_005439_00AD3E_36D0,20251213
Busan,Busan,source_fit,S1C_IW_GRDH_1SDV_20251223T213052_20251223T213121_005584_00B23E_FFF7,20251223
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250108T141656_20250108T141721_057354_070EF9_747A,20250108
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250120T141655_20250120T141720_057529_0715E8_27AA,20250120
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250121T190730_20250121T190755_057546_07169B_6835,20250121
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250126T191540_20250126T191605_057619_07197E_F97F,20250126
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250201T141654_20250201T141719_057704_071CD3_8E9C,20250201
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250219T191539_20250219T191604_057969_072771_AEEC,20250219
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250225T141654_20250225T141719_058054_072AFB_9955,20250225
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250315T191539_20250315T191604_058319_0735A5_19A8,20250315
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250317T035236_20250317T035301_058339_07366E_1A19,20250317
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250321T141654_20250321T141719_058404_07390A_3A64,20250321
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250422T035237_20250422T035302_058864_074BB7_3AD7,20250422
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250504T035237_20250504T035302_059039_0752BC_810D,20250504
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250508T141655_20250508T141720_059104_07553F_D9D1,20250508
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250514T191539_20250514T191604_059194_07585D_32C0,20250514
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250516T035237_20250516T035302_059214_07590C_1B74,20250516
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250528T035236_20250528T035301_059389_075F25_EDE8,20250528
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250609T035235_20250609T035300_059564_07651D_4100,20250609
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250619T191537_20250619T191602_059719_076A71_A28F,20250619
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250621T035235_20250621T035300_059739_076B27_C979,20250621
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250703T035234_20250703T035259_059914_077140_7BD6,20250703
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250715T035234_20250715T035259_060089_077743_FB08,20250715
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250727T035233_20250727T035258_060264_077D47_F0A8,20250727
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250731T141651_20250731T141716_060329_077F80_00CD,20250731
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250806T191536_20250806T191601_060419_0782A5_AF18,20250806
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250808T035233_20250808T035258_060439_078370_CD54,20250808
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250820T035233_20250820T035258_060614_078A53_5450,20250820
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250901T035233_20250901T035258_060789_079136_B324,20250901
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250913T035234_20250913T035259_060964_079836_C838,20250913
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250917T141651_20250917T141716_061029_079AD4_BEB1,20250917
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20250925T035234_20250925T035259_061139_079F3E_697B,20250925
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20251007T035234_20251007T035259_061314_07A64B_B254,20251007
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20251011T141652_20251011T141717_061379_07A8EC_6D05,20251011
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20251017T191537_20251017T191602_061469_07AC87_CC33,20251017
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20251019T035234_20251019T035259_061489_07AD50_1AB6,20251019
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20251023T141652_20251023T141717_061554_07AFF4_3310,20251023
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20251026T020728_20251026T020753_061590_07B161_3CC3,20251026
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20251029T191536_20251029T191601_061644_07B393_8142,20251029
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20251110T191536_20251110T191601_061819_07BA62_4077,20251110
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20251112T035233_20251112T035258_061839_07BB21_91CA,20251112
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20251124T035232_20251124T035257_062014_07C1F4_0DB0,20251124
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20251204T191534_20251204T191559_062169_07C80B_6F85,20251204
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20251206T035231_20251206T035256_062189_07C8C7_B4B3,20251206
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20251218T035230_20251218T035255_062364_07CF9A_DF33,20251218
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20251222T141647_20251222T141712_062429_07D225_B5FC,20251222
Busan,Busan,source_meta_query,S1A_IW_GRDH_1SDV_20251230T035229_20251230T035254_062539_07D665_2BBB,20251230
Busan,Busan,source_meta_query,S1C_IW_GRDH_1SDV_20250813T062133_20250813T062158_003650_0074D4_BCC0,20250813
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250128T095619_20250128T095644_057643_071A6C_C629,20250128
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250209T095619_20250209T095644_057818_072156_A282,20250209
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250213T083110_20250213T083139_057875_0723AA_0832,20250213
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250309T083110_20250309T083139_058225_0731F2_0C8F,20250309
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250317T095619_20250317T095644_058343_073693_570A,20250317
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250329T095619_20250329T095644_058518_073D8B_5302,20250329
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250410T095619_20250410T095644_058693_0744B4_726C,20250410
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250422T095504_20250422T095529_058868_074BDE_2A15,20250422
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250422T095619_20250422T095644_058868_074BDE_EE82,20250422
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250504T095504_20250504T095529_059043_0752E1_E126,20250504
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250504T095619_20250504T095644_059043_0752E1_23FF,20250504
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250516T095504_20250516T095529_059218_07592B_0FC8,20250516
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250516T095619_20250516T095644_059218_07592B_E377,20250516
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250528T095503_20250528T095528_059393_075F43_DC80,20250528
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250528T095618_20250528T095643_059393_075F43_4703,20250528
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250609T095503_20250609T095528_059568_07653B_1E66,20250609
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250609T095618_20250609T095643_059568_07653B_64EC,20250609
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250621T095502_20250621T095527_059743_076B46_2434,20250621
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250621T095617_20250621T095642_059743_076B46_1176,20250621
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250715T095501_20250715T095526_060093_077760_4889,20250715
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250715T095616_20250715T095641_060093_077760_1FAF,20250715
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250727T095501_20250727T095526_060268_077D68_FED2,20250727
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250808T095500_20250808T095525_060443_078391_5813,20250808
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250808T095615_20250808T095640_060443_078391_9942,20250808
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250820T095500_20250820T095525_060618_078A74_9040,20250820
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250820T095615_20250820T095640_060618_078A74_3D5A,20250820
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250901T095616_20250901T095641_060793_079158_54A8,20250901
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250913T095501_20250913T095526_060968_07985B_0B8B,20250913
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250925T095501_20250925T095526_061143_079F62_43F4,20250925
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20250925T095616_20250925T095641_061143_079F62_D4E3,20250925
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251007T095502_20251007T095527_061318_07A66F_9734,20251007
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251007T095617_20251007T095642_061318_07A66F_2CB9,20251007
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251017T054129_20251017T054154_061461_07AC2A_79B6,20251017
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251019T095501_20251019T095526_061493_07AD75_C893,20251019
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251019T095616_20251019T095641_061493_07AD75_3A90,20251019
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251029T054128_20251029T054153_061636_07B333_88A6,20251029
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,20251031
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251031T095616_20251031T095641_061668_07B482_0BCC,20251031
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,20251112
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251112T095615_20251112T095640_061843_07BB43_DBA5,20251112
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251122T054127_20251122T054152_061986_07C0D6_F7BE,20251122
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251124T095500_20251124T095525_062018_07C214_828E,20251124
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251124T095615_20251124T095640_062018_07C214_78ED,20251124
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251204T054126_20251204T054151_062161_07C7AC_F97F,20251204
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251206T095458_20251206T095523_062193_07C8EB_18F6,20251206
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251206T095613_20251206T095638_062193_07C8EB_13B5,20251206
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251216T054125_20251216T054150_062336_07CE83_4CC7,20251216
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251218T095457_20251218T095522_062368_07CFBE_85B2,20251218
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251218T095612_20251218T095637_062368_07CFBE_D9B3,20251218
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251228T054123_20251228T054148_062511_07D550_B09A,20251228
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251230T095456_20251230T095521_062543_07D685_E32F,20251230
Busan,Busan,source_calibration,S1A_IW_GRDH_1SDV_20251230T095611_20251230T095636_062543_07D685_8E60,20251230
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20250526T083012_20250526T083037_002499_00535A_A7A9,20250526
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20250607T083013_20250607T083038_002674_005863_339E,20250607
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20250619T083013_20250619T083038_002849_005D71_762B,20250619
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20250713T083015_20250713T083040_003199_006788_CF0A,20250713
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20250725T083016_20250725T083041_003374_006C9F_DCD2,20250725
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20250806T083016_20250806T083041_003549_0071C1_63F3,20250806
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20250824T054027_20250824T054052_003810_0079A1_4DF0,20250824
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20250905T054027_20250905T054052_003985_007ED9_EA5D,20250905
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20250917T054028_20250917T054053_004160_00842D_7E1A,20250917
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20250923T083018_20250923T083043_004249_0086DF_07F5,20250923
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20250929T054028_20250929T054053_004335_008987_A32B,20250929
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20251005T083018_20251005T083043_004424_008C38_8E9B,20251005
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20251011T054028_20251011T054053_004510_008ED9_EBA7,20251011
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20251017T083018_20251017T083043_004599_009184_9E4E,20251017
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20251023T054028_20251023T054053_004685_009421_38F8,20251023
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20251025T215643_20251025T215708_004724_00954D_12A7,20251025
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20251104T054028_20251104T054053_004860_0099AE_A2F9,20251104
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20251110T083017_20251110T083042_004949_009CA9_3A13,20251110
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20251116T054027_20251116T054052_005035_009F87_5F14,20251116
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20251128T054027_20251128T054052_005210_00A568_4CE6,20251128
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20251204T083017_20251204T083042_005299_00A86E_347C,20251204
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20251210T054026_20251210T054051_005385_00AB6C_2021,20251210
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20251216T083016_20251216T083041_005474_00AE73_758D,20251216
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20251222T054026_20251222T054051_005560_00B165_BF35,20251222
Busan,Busan,source_calibration,S1C_IW_GRDH_1SDV_20251228T083015_20251228T083040_005649_00B479_86EE,20251228
Busan,Busan,source_calibration_shadow_eval,S1A_IW_GRDH_1SDV_20250808T095615_20250808T095640_060443_078391_9942,20250808
Busan,Busan,source_calibration_shadow_eval,S1A_IW_GRDH_1SDV_20250820T095615_20250820T095640_060618_078A74_3D5A,20250820
Busan,Busan,source_calibration_shadow_eval,S1A_IW_GRDH_1SDV_20250901T095616_20250901T095641_060793_079158_54A8,20250901
Busan,Busan,source_calibration_shadow_eval,S1A_IW_GRDH_1SDV_20250913T095501_20250913T095526_060968_07985B_0B8B,20250913
Busan,Busan,source_calibration_shadow_eval,S1A_IW_GRDH_1SDV_20250925T095501_20250925T095526_061143_079F62_43F4,20250925
Busan,Busan,source_calibration_shadow_eval,S1A_IW_GRDH_1SDV_20250925T095616_20250925T095641_061143_079F62_D4E3,20250925
Busan,Busan,source_calibration_shadow_eval,S1A_IW_GRDH_1SDV_20251007T095502_20251007T095527_061318_07A66F_9734,20251007
Busan,Busan,source_calibration_shadow_eval,S1A_IW_GRDH_1SDV_20251007T095617_20251007T095642_061318_07A66F_2CB9,20251007
Busan,Busan,source_calibration_shadow_eval,S1A_IW_GRDH_1SDV_20251019T095501_20251019T095526_061493_07AD75_C893,20251019
Busan,Busan,source_calibration_shadow_eval,S1A_IW_GRDH_1SDV_20251019T095616_20251019T095641_061493_07AD75_3A90,20251019
