fold,product_id,object_id,added_class,tier,t1_status,t2_status,t1_mmsi,t2_mmsi,t1_distance_m,t1_abs_dt_s,already_in_frozen
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VH|[24320, 12032]|det_00011",fishing_vessel,A2,unique_candidate,unique_candidate,412423537,412423537,31.415370406447586,19.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[7936, 1792]|det_00022",container_ship,A2,unique_candidate,ambiguous,413832261,,54.4319853631078,30.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[7936, 1792]|det_00035",container_ship,A2,unique_candidate,ambiguous,413966124,,47.03849225864261,173.0,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[7936, 1792]|det_00070",container_ship,A2,unique_candidate,ambiguous,413835361,,43.61235650545901,100.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[7936, 1792]|det_00092",container_ship,A2,unique_candidate,ambiguous,413814917,,40.22517064519422,79.0,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[9984, 1792]|det_00017",container_ship,A2,unique_candidate,ambiguous,412459760,,28.39101277774149,60.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[9984, 1792]|det_00044",container_ship,A2,unique_candidate,ambiguous,413810919,,110.50423518607109,48.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[9984, 1792]|det_00057",tug_towing,A2,unique_candidate,ambiguous,412365820,,7.307087761748389,33.0,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[9984, 1792]|det_00066",container_ship,A2,unique_candidate,ambiguous,413797015,,56.44108678363357,33.0,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[9984, 3840]|det_00015",container_ship,A2,unique_candidate,ambiguous,413838919,,37.456114355862276,73.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[9984, 3840]|det_00017",container_ship,A2,unique_candidate,ambiguous,413861096,,50.82350142559898,30.0,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[9984, 3840]|det_00072",container_ship,A2,unique_candidate,unique_candidate,413835013,413835013,29.35483269312952,132.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[9984, 3840]|det_00079",container_ship,A2,unique_candidate,unique_candidate,413859206,413859206,54.00360789346371,31.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[9984, 3840]|det_00130",container_ship,A2,unique_candidate,ambiguous,413832756,,52.84664163687787,100.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[9984, 3840]|det_00135",container_ship,A2,unique_candidate,ambiguous,413834937,,32.64877988164716,42.0,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[9984, 3840]|det_00137",container_ship,A2,unique_candidate,unique_candidate,413827734,413827734,63.124290477413915,80.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[12032, 3840]|det_00087",container_ship,A2,unique_candidate,ambiguous,413832756,,19.30769933607288,100.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[12032, 3840]|det_00160",tug_towing,A2,unique_candidate,ambiguous,413513140,,15.697361857109751,15.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[12032, 5888]|det_00041",dredger,A2,unique_candidate,ambiguous,413546090,,16.24087867869893,96.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[12032, 5888]|det_00050",dredger,A2,unique_candidate,ambiguous,413535370,,22.281543133485012,,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[12032, 16128]|det_00018",product_chemical_tanker,A2,unique_candidate,unique_candidate,413695640,413695640,78.7917991087566,11.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[12032, 16128]|det_00038",product_chemical_tanker,A2,unique_candidate,unique_candidate,413443790,413443790,45.937725413079505,52.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[12032, 16128]|det_00044",product_chemical_tanker,A2,no_candidate,unique_candidate,,413602120,,,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[14080, 3840]|det_00020",dredger,A2,unique_candidate,ambiguous,413618670,,8.853490806374278,71.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[14080, 3840]|det_00021",dredger,A2,unique_candidate,ambiguous,413566180,,19.329296854110034,41.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[14080, 3840]|det_00027",dredger,A2,unique_candidate,ambiguous,412428830,,13.161222950502953,88.0,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[14080, 5888]|det_00009",container_ship,A2,unique_candidate,ambiguous,413553630,,131.86182462513094,49.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[14080, 5888]|det_00034",container_ship,A2,no_candidate,unique_candidate,,413700930,,,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[14080, 5888]|det_00039",product_chemical_tanker,A2,no_candidate,unique_candidate,,413578620,,,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[14080, 7936]|det_00008",container_ship,A2,no_candidate,unique_candidate,,413555250,,,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[14080, 14080]|det_00000",product_chemical_tanker,A2,no_candidate,unique_candidate,,371958000,,,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[16128, 5888]|det_00005",dredger,A2,unique_candidate,ambiguous,412043810,,37.18888319556017,38.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[16128, 9984]|det_00022",tug_towing,A2,unique_candidate,ambiguous,413558160,,27.756510219250607,173.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[16128, 9984]|det_00029",tug_towing,A2,unique_candidate,ambiguous,413618570,,6.298946192395846,49.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[16128, 12032]|det_00086",dredger,A2,unique_candidate,ambiguous,412766490,,16.735092808287444,66.0,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[16128, 12032]|det_00087",tug_towing,A2,unique_candidate,unique_candidate,413580430,413580430,4.019970059179103,,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[16128, 16128]|det_00050",dredger,A2,unique_candidate,ambiguous,413706030,,32.064003676531335,163.0,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[18176, 3840]|det_00024",fishing_vessel,A2,unique_candidate,unique_candidate,412353782,412353782,27.26541086425293,16.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[18176, 5888]|det_00046",tug_towing,A2,unique_candidate,ambiguous,413540950,,37.47564244592324,133.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[18176, 5888]|det_00047",dredger,A2,unique_candidate,unique_candidate,413367960,413367960,49.43209319972933,170.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[18176, 5888]|det_00049",fishing_vessel,A2,no_candidate,unique_candidate,,412413083,,,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[18176, 7936]|det_00002",dredger,A2,unique_candidate,unique_candidate,412379830,412379830,44.09752718831141,82.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[18176, 7936]|det_00025",product_chemical_tanker,A2,no_candidate,unique_candidate,,413580550,,,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[18176, 7936]|det_00029",dredger,A2,no_candidate,unique_candidate,,412379830,,,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[18176, 7936]|det_00030",product_chemical_tanker,A2,unique_candidate,unique_candidate,414400780,414400780,28.933959957906417,16.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[18176, 9984]|det_00004",container_ship,A2,unique_candidate,unique_candidate,412051450,412051450,39.45290190059866,1.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[18176, 9984]|det_00012",container_ship,A2,unique_candidate,unique_candidate,413554810,413554810,62.23663325957314,73.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[18176, 9984]|det_00013",container_ship,A2,unique_candidate,unique_candidate,413553580,413553580,64.93790700478509,130.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[20224, 5888]|det_00045",container_ship,A2,no_candidate,unique_candidate,,636022039,,,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[20224, 12032]|det_00006",product_chemical_tanker,A2,no_candidate,unique_candidate,,413470540,,,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[20224, 12032]|det_00011",fishing_vessel,A2,unique_candidate,unique_candidate,412412495,412412495,131.54414583245725,125.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[20224, 16128]|det_00007",fishing_vessel,A2,no_candidate,unique_candidate,,412427229,,,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[22272, 0]|det_00005",fishing_vessel,A2,no_candidate,unique_candidate,,412425556,,,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[22272, 7936]|det_00015",product_chemical_tanker,A2,unique_candidate,ambiguous,413317130,,65.38127092643752,10.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[22272, 12032]|det_00000",fishing_vessel,A2,unique_candidate,unique_candidate,412281168,412281168,34.27258834660928,7.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[22272, 12032]|det_00002",fishing_vessel,A2,no_candidate,unique_candidate,,412419699,,,0
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[22272, 14080]|det_00007",fishing_vessel,A2,unique_candidate,unique_candidate,412416114,412416114,16.1700109265608,142.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[24320, 9984]|det_00001",container_ship,A2,unique_candidate,ambiguous,413207590,,123.65483106767314,21.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[24320, 12032]|det_00000",container_ship,A2,no_candidate,unique_candidate,,477347200,,,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[24320, 12032]|det_00011",fishing_vessel,A2,unique_candidate,unique_candidate,412421914,412421914,59.05230147193028,29.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,"S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582|VV|[26368, 14080]|det_00001",container_ship,A2,unique_candidate,unique_candidate,352111000,352111000,96.68713578563268,5.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4,"S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4|VH|[5888, 5888]|det_00009",tug_towing,A2,unique_candidate,unique_candidate,422054900,422054900,38.916963349307586,7.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4,"S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4|VH|[14080, 7936]|det_00061",product_chemical_tanker,A2,unique_candidate,unique_candidate,620800163,620800163,97.41088608027668,145.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4,"S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4|VH|[20224, 3840]|det_00002",tug_towing,A2,no_candidate,unique_candidate,,636025160,,,1
Rotterdam,S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4,"S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4|VH|[20224, 3840]|det_00009",tug_towing,A2,no_candidate,unique_candidate,,408883000,,,0
Rotterdam,S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4,"S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4|VH|[20224, 3840]|det_00012",tug_towing,A2,no_candidate,unique_candidate,,408883000,,,1
Rotterdam,S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4,"S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4|VH|[20224, 3840]|det_00014",tug_towing,A2,no_candidate,unique_candidate,,352005641,,,1
Rotterdam,S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4,"S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4|VV|[1792, 9984]|det_00000",tug_towing,A2,unique_candidate,unique_candidate,566682000,566682000,118.6128434396668,97.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4,"S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4|VV|[5888, 7936]|det_00030",tug_towing,A2,no_candidate,unique_candidate,,377484000,,,0
Rotterdam,S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4,"S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4|VV|[12032, 7936]|det_00015",tug_towing,A2,unique_candidate,unique_candidate,249042000,249042000,38.1174807856084,164.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4,"S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4|VV|[14080, 12032]|det_00037",tug_towing,A2,unique_candidate,ambiguous,245048000,,92.11649901093085,130.0,0
Rotterdam,S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4,"S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4|VV|[20224, 3840]|det_00016",tug_towing,A2,no_candidate,unique_candidate,,352005641,,,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[3840, 14080]|det_00080",tug_towing,A2,unique_candidate,unique_candidate,413344510,413344510,57.91991163091716,43.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[3840, 14080]|det_00146",tug_towing,A2,unique_candidate,unique_candidate,413289460,413289460,63.074424725216396,11.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[5888, 14080]|det_00017",tug_towing,A2,unique_candidate,unique_candidate,413240110,413240110,56.00239454425432,61.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[7936, 1792]|det_00009",container_ship,A2,unique_candidate,unique_candidate,413364890,413364890,79.4307493074963,46.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[7936, 1792]|det_00029",container_ship,A2,unique_candidate,ambiguous,413971444,,30.184469080038117,35.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[7936, 1792]|det_00030",container_ship,A2,unique_candidate,ambiguous,413361790,,44.44222192750737,27.0,0
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[7936, 1792]|det_00036",container_ship,A2,unique_candidate,ambiguous,413838236,,35.6904865417587,2.0,0
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[7936, 1792]|det_00046",container_ship,A2,unique_candidate,ambiguous,413840548,,134.61536170523698,6.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[7936, 1792]|det_00047",container_ship,A2,unique_candidate,ambiguous,413769649,,4.161597776485697,2.0,0
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[7936, 1792]|det_00053",container_ship,A2,unique_candidate,ambiguous,413794466,,19.67831959881687,68.0,0
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[9984, 3840]|det_00018",container_ship,A2,unique_candidate,ambiguous,413834607,,31.569917601465193,81.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[9984, 3840]|det_00051",container_ship,A2,unique_candidate,unique_candidate,413833591,413833591,55.91192378944773,15.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[9984, 3840]|det_00073",dredger,A2,unique_candidate,unique_candidate,413433490,413433490,7.793069978569774,1.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[9984, 3840]|det_00082",container_ship,A2,unique_candidate,ambiguous,413832683,,26.5755447537041,68.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[9984, 3840]|det_00088",container_ship,A2,unique_candidate,ambiguous,413771784,,65.13469670156339,95.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[9984, 3840]|det_00126",container_ship,A2,unique_candidate,ambiguous,413861342,,49.02262136422222,178.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[12032, 1792]|det_00011",tug_towing,A2,unique_candidate,ambiguous,413549810,,4.090621743581348,121.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[12032, 3840]|det_00115",tug_towing,A2,unique_candidate,ambiguous,413848405,,56.3303268265205,59.0,0
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[12032, 16128]|det_00041",product_chemical_tanker,A2,unique_candidate,unique_candidate,413612030,413612030,60.75653147890391,20.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[12032, 16128]|det_00052",product_chemical_tanker,A2,unique_candidate,unique_candidate,413254620,413254620,70.48744856702925,83.0,1
Rotterdam,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,"S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B|VH|[14080, 3840]|det_00032",dredger,A2,unique_candidate,ambiguous,413566180,,14.712340655926619,,1
