product_id,needed,have,missing
S1A_IW_GRDH_1SDV_20250423T224811_20250423T224836_058890_074CC9_8953,2,2,
S1A_IW_GRDH_1SDV_20250423T233426_20250423T233451_058890_074CCE_0730,4,3,ESA_WorldCover_10m_2021_v200_S15W081_Map.tif
S1A_IW_GRDH_1SDV_20250424T225100_20250424T225125_058905_074D60_3459,6,5,ESA_WorldCover_10m_2021_v200_N36W072_Map.tif
S1A_IW_GRDH_1SDV_20250424T225125_20250424T225150_058905_074D60_F2B6,4,4,
S1A_IW_GRDH_1SDV_20250426T083111_20250426T083140_058925_074E33_CD35,4,3,ESA_WorldCover_10m_2021_v200_S27W045_Map.tif
S1A_IW_GRDH_1SDV_20250426T092324_20250426T092353_058926_074E3C_C866,4,4,
S1A_IW_GRDH_1SDV_20250427T113411_20250427T113436_058942_074EE8_90F7,4,4,
S1A_IW_GRDH_1SDV_20250429T020732_20250429T020757_058965_074FD5_4255,2,2,
S1A_IW_GRDH_1SDV_20250430T105814_20250430T105839_058985_07509E_80BB,4,3,ESA_WorldCover_10m_2021_v200_N36W072_Map.tif
S1A_IW_GRDH_1SDV_20250430T170921_20250430T170946_058989_0750CA_4464,4,4,
S1A_IW_GRDH_1SDV_20250430T193336_20250430T193401_058990_0750DB_A785,4,4,
S1A_IW_GRDH_1SDV_20250501T142507_20250501T142532_059002_075153_F22D,2,2,
S1A_IW_GRDH_1SDV_20250502T015819_20250502T015848_059009_07518D_4FD7,4,3,ESA_WorldCover_10m_2021_v200_N30W123_Map.tif
S1A_IW_GRDH_1SDV_20250502T054131_20250502T054156_059011_07519F_6410,4,4,
S1A_IW_GRDH_1SDV_20250502T163006_20250502T163031_059017_0751E2_680E,2,1,ESA_WorldCover_10m_2021_v200_S30E033_Map.tif
S1A_IW_GRDH_1SDV_20250502T191539_20250502T191604_059019_0751F3_3649,4,4,
S1A_IW_GRDH_1SDV_20250503T153906_20250503T153935_059031_075270_56B6,1,1,
S1A_IW_GRDH_1SDV_20250503T154858_20250503T154923_059032_075271_A73B,2,2,
S1A_IW_GRDH_1SDV_20250503T213201_20250503T213230_059035_075299_4E85,4,4,
S1A_IW_GRDH_1SDV_20250504T021546_20250504T021609_059038_0752B2_34DE,2,2,
S1A_IW_GRDH_1SDV_20250504T035237_20250504T035302_059039_0752BC_810D,2,2,
S1A_IW_GRDH_1SDV_20250504T095439_20250504T095504_059043_0752E1_0C10,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250504T095504_20250504T095529_059043_0752E1_E126,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250504T095619_20250504T095644_059043_0752E1_23FF,4,4,
S1A_IW_GRDH_1SDV_20250505T224811_20250505T224836_059065_0753C1_B8EA,2,2,
S1A_IW_GRDH_1SDV_20250505T233426_20250505T233451_059065_0753C6_AFB5,4,3,ESA_WorldCover_10m_2021_v200_S15W081_Map.tif
S1A_IW_GRDH_1SDV_20250506T225100_20250506T225125_059080_075458_650A,6,5,ESA_WorldCover_10m_2021_v200_N36W072_Map.tif
S1A_IW_GRDH_1SDV_20250506T225125_20250506T225150_059080_075458_17DB,4,4,
S1A_IW_GRDH_1SDV_20250507T002647_20250507T002712_059081_075463_20EE,2,2,
S1A_IW_GRDH_1SDV_20250508T083113_20250508T083142_059100_07551D_E789,4,3,ESA_WorldCover_10m_2021_v200_S27W045_Map.tif
S1A_IW_GRDH_1SDV_20250508T092324_20250508T092353_059101_075525_2036,4,4,
S1A_IW_GRDH_1SDV_20250508T141655_20250508T141720_059104_07553F_D9D1,2,2,
S1A_IW_GRDH_1SDV_20250509T113410_20250509T113435_059117_0755B4_ACD0,4,4,
S1A_IW_GRDH_1SDV_20250509T190755_20250509T190820_059121_0755D9_0C55,2,1,ESA_WorldCover_10m_2021_v200_S36E153_Map.tif
S1A_IW_GRDH_1SDV_20250511T020731_20250511T020756_059140_075678_D093,2,2,
S1A_IW_GRDH_1SDV_20250512T193335_20250512T193400_059165_07575B_EEDE,4,4,
S1A_IW_GRDH_1SDV_20250513T142506_20250513T142531_059177_0757CB_F25B,2,2,
S1A_IW_GRDH_1SDV_20250514T054131_20250514T054156_059186_075813_CF4B,4,4,
S1A_IW_GRDH_1SDV_20250514T191539_20250514T191604_059194_07585D_32C0,4,4,
S1A_IW_GRDH_1SDV_20250515T153905_20250515T153934_059206_0758C3_2241,1,1,
S1A_IW_GRDH_1SDV_20250515T173329_20250515T173354_059208_0758CD_0F9D,4,4,
S1A_IW_GRDH_1SDV_20250515T213200_20250515T213229_059210_0758EA_41E7,4,4,
S1A_IW_GRDH_1SDV_20250516T035237_20250516T035302_059214_07590C_1B74,2,2,
S1A_IW_GRDH_1SDV_20250516T095439_20250516T095504_059218_07592B_512A,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250516T095504_20250516T095529_059218_07592B_0FC8,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250516T095619_20250516T095644_059218_07592B_E377,4,4,
S1A_IW_GRDH_1SDV_20250517T233426_20250517T233451_059240_0759F0_F29E,4,3,ESA_WorldCover_10m_2021_v200_S15W081_Map.tif
S1A_IW_GRDH_1SDV_20250518T225100_20250518T225125_059255_075A6B_D5A7,6,5,ESA_WorldCover_10m_2021_v200_N36W072_Map.tif
S1A_IW_GRDH_1SDV_20250518T225125_20250518T225150_059255_075A6B_08F5,4,4,
S1A_IW_GRDH_1SDV_20250519T002646_20250519T002711_059256_075A73_0915,2,2,
S1A_IW_GRDH_1SDV_20250520T083113_20250520T083142_059275_075B22_DA14,4,3,ESA_WorldCover_10m_2021_v200_S27W045_Map.tif
S1A_IW_GRDH_1SDV_20250520T092323_20250520T092352_059276_075B2A_972F,4,4,
S1A_IW_GRDH_1SDV_20250521T190754_20250521T190819_059296_075BE6_A716,2,1,ESA_WorldCover_10m_2021_v200_S36E153_Map.tif
S1A_IW_GRDH_1SDV_20250523T020731_20250523T020756_059315_075C89_4BAE,2,2,
S1A_IW_GRDH_1SDV_20250524T193335_20250524T193400_059340_075D6C_8654,4,4,
S1A_IW_GRDH_1SDV_20250525T142506_20250525T142531_059352_075DD8_6C78,2,2,
S1A_IW_GRDH_1SDV_20250526T001850_20250526T001915_059358_075E0B_72B9,4,4,
S1A_IW_GRDH_1SDV_20250526T015818_20250526T015847_059359_075E12_413A,4,3,ESA_WorldCover_10m_2021_v200_N30W123_Map.tif
S1A_IW_GRDH_1SDV_20250526T054131_20250526T054156_059361_075E24_20C8,4,4,
S1A_IW_GRDH_1SDV_20250526T163005_20250526T163030_059367_075E5F_4FCB,2,1,ESA_WorldCover_10m_2021_v200_S30E033_Map.tif
S1A_IW_GRDH_1SDV_20250526T191539_20250526T191604_059369_075E70_18FA,4,4,
S1A_IW_GRDH_1SDV_20250527T153905_20250527T153934_059381_075EDC_EE48,1,1,
S1A_IW_GRDH_1SDV_20250527T213200_20250527T213229_059385_075F03_02E6,4,4,
S1A_IW_GRDH_1SDV_20250528T035236_20250528T035301_059389_075F25_EDE8,2,2,
S1A_IW_GRDH_1SDV_20250528T095438_20250528T095503_059393_075F43_015F,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250528T095503_20250528T095528_059393_075F43_DC80,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250528T095618_20250528T095643_059393_075F43_4703,4,4,
S1A_IW_GRDH_1SDV_20250528T103937_20250528T104002_059393_075F48_4EAF,4,4,
S1A_IW_GRDH_1SDV_20250529T083935_20250529T084000_059406_075FBC_0511,4,4,
S1A_IW_GRDH_1SDV_20250529T233426_20250529T233451_059415_076008_FB54,4,3,ESA_WorldCover_10m_2021_v200_S15W081_Map.tif
S1A_IW_GRDH_1SDV_20250530T225059_20250530T225124_059430_076081_C0AA,6,5,ESA_WorldCover_10m_2021_v200_N36W072_Map.tif
S1A_IW_GRDH_1SDV_20250530T225124_20250530T225149_059430_076081_3029,4,4,
S1A_IW_GRDH_1SDV_20250601T083112_20250601T083141_059450_07613A_3D85,4,3,ESA_WorldCover_10m_2021_v200_S27W045_Map.tif
S1A_IW_GRDH_1SDV_20250602T113410_20250602T113435_059467_0761D3_504D,4,4,
S1A_IW_GRDH_1SDV_20250602T190754_20250602T190819_059471_0761F8_4A83,2,1,ESA_WorldCover_10m_2021_v200_S36E153_Map.tif
S1A_IW_GRDH_1SDV_20250604T020730_20250604T020755_059490_076299_7EEE,2,2,
S1A_IW_GRDH_1SDV_20250605T170920_20250605T170945_059514_07636E_D323,4,4,
S1A_IW_GRDH_1SDV_20250605T193334_20250605T193359_059515_07637B_FF2D,4,4,
S1A_IW_GRDH_1SDV_20250606T142505_20250606T142530_059527_0763E5_967B,2,2,
S1A_IW_GRDH_1SDV_20250607T001850_20250607T001915_059533_076413_6794,4,4,
S1A_IW_GRDH_1SDV_20250607T015818_20250607T015847_059534_076419_1274,4,3,ESA_WorldCover_10m_2021_v200_N30W123_Map.tif
S1A_IW_GRDH_1SDV_20250607T054130_20250607T054155_059536_07642B_7113,4,4,
S1A_IW_GRDH_1SDV_20250607T122314_20250607T122344_059540_076452_AEAB,4,4,
S1A_IW_GRDH_1SDV_20250607T163005_20250607T163030_059542_076467_C24A,2,1,ESA_WorldCover_10m_2021_v200_S30E033_Map.tif
S1A_IW_GRDH_1SDV_20250607T191538_20250607T191603_059544_076476_0DFF,4,4,
S1A_IW_GRDH_1SDV_20250608T153904_20250608T153933_059556_0764DA_8453,1,1,
S1A_IW_GRDH_1SDV_20250608T173328_20250608T173353_059558_0764E4_FD1A,4,4,
S1A_IW_GRDH_1SDV_20250609T021544_20250609T021608_059563_076513_C2E0,2,2,
S1A_IW_GRDH_1SDV_20250609T035235_20250609T035300_059564_07651D_4100,2,2,
S1A_IW_GRDH_1SDV_20250609T095438_20250609T095503_059568_07653B_733A,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250609T095503_20250609T095528_059568_07653B_1E66,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250609T095618_20250609T095643_059568_07653B_64EC,4,4,
S1A_IW_GRDH_1SDV_20250609T112534_20250609T112559_059568_076545_1D7F,2,2,
S1A_IW_GRDH_1SDV_20250610T233425_20250610T233450_059590_0765FC_108F,4,3,ESA_WorldCover_10m_2021_v200_S15W081_Map.tif
S1A_IW_GRDH_1SDV_20250611T225058_20250611T225123_059605_076676_B0D1,6,5,ESA_WorldCover_10m_2021_v200_N36W072_Map.tif
S1A_IW_GRDH_1SDV_20250611T225123_20250611T225148_059605_076676_D350,4,4,
S1A_IW_GRDH_1SDV_20250612T002645_20250612T002710_059606_07667E_E24C,2,2,
S1A_IW_GRDH_1SDV_20250614T015008_20250614T015037_059636_07678F_8C4C,4,4,
S1A_IW_GRDH_1SDV_20250614T113409_20250614T113434_059642_0767C9_238C,4,4,
S1A_IW_GRDH_1SDV_20250614T190753_20250614T190818_059646_0767EE_B1E0,2,1,ESA_WorldCover_10m_2021_v200_S36E153_Map.tif
S1A_IW_GRDH_1SDV_20250616T020729_20250616T020754_059665_076891_EBCE,2,2,
S1A_IW_GRDH_1SDV_20250617T193333_20250617T193358_059690_076975_ED9C,4,4,
S1A_IW_GRDH_1SDV_20250618T142504_20250618T142529_059702_0769DE_8658,2,2,
S1A_IW_GRDH_1SDV_20250619T015817_20250619T015846_059709_076A14_717E,4,3,ESA_WorldCover_10m_2021_v200_N30W123_Map.tif
S1A_IW_GRDH_1SDV_20250619T054129_20250619T054154_059711_076A25_A161,4,4,
S1A_IW_GRDH_1SDV_20250619T163004_20250619T163029_059717_076A60_94E5,2,1,ESA_WorldCover_10m_2021_v200_S30E033_Map.tif
S1A_IW_GRDH_1SDV_20250619T191537_20250619T191602_059719_076A71_A28F,4,4,
S1A_IW_GRDH_1SDV_20250619T191602_20250619T191627_059719_076A71_3A83,2,2,
S1A_IW_GRDH_1SDV_20250620T153903_20250620T153932_059731_076AE1_A027,1,1,
S1A_IW_GRDH_1SDV_20250620T154856_20250620T154921_059732_076AE2_065B,2,2,
S1A_IW_GRDH_1SDV_20250621T021544_20250621T021607_059738_076B1D_2523,2,2,
S1A_IW_GRDH_1SDV_20250621T035235_20250621T035300_059739_076B27_C979,2,2,
S1A_IW_GRDH_1SDV_20250621T095437_20250621T095502_059743_076B46_7B75,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250621T095502_20250621T095527_059743_076B46_2434,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250621T095617_20250621T095642_059743_076B46_1176,4,4,
S1A_IW_GRDH_1SDV_20250622T233424_20250622T233449_059765_076C06_59E2,4,3,ESA_WorldCover_10m_2021_v200_S15W081_Map.tif
S1A_IW_GRDH_1SDV_20250623T225058_20250623T225123_059780_076C81_89AB,6,5,ESA_WorldCover_10m_2021_v200_N36W072_Map.tif
S1A_IW_GRDH_1SDV_20250623T225123_20250623T225148_059780_076C81_4E63,4,4,
S1A_IW_GRDH_1SDV_20250624T002645_20250624T002710_059781_076C8C_A11E,2,2,
S1A_IW_GRDH_1SDV_20250625T083111_20250625T083140_059800_076D42_8433,4,3,ESA_WorldCover_10m_2021_v200_S27W045_Map.tif
S1A_IW_GRDH_1SDV_20250625T092322_20250625T092351_059801_076D4A_7F52,4,4,
S1A_IW_GRDH_1SDV_20250625T141652_20250625T141717_059804_076D68_E38E,2,2,
S1A_IW_GRDH_1SDV_20250626T113408_20250626T113433_059817_076DDC_1C20,4,4,
S1A_IW_GRDH_1SDV_20250626T190753_20250626T190818_059821_076E01_58B5,2,1,ESA_WorldCover_10m_2021_v200_S36E153_Map.tif
S1A_IW_GRDH_1SDV_20250628T020729_20250628T020754_059840_076EA3_9E13,2,2,
S1A_IW_GRDH_1SDV_20250629T170918_20250629T170943_059864_076F80_8FA7,4,4,
S1A_IW_GRDH_1SDV_20250629T193333_20250629T193358_059865_076F8D_C18A,4,4,
S1A_IW_GRDH_1SDV_20250630T142504_20250630T142529_059877_076FF7_ED71,2,2,
S1A_IW_GRDH_1SDV_20250702T153903_20250702T153932_059906_0770FC_6D94,1,1,
S1A_IW_GRDH_1SDV_20250702T154855_20250702T154920_059907_0770FD_A56D,2,2,
S1A_IW_GRDH_1SDV_20250703T035234_20250703T035259_059914_077140_7BD6,2,2,
S1A_IW_GRDH_1SDV_20250703T095436_20250703T095501_059918_07715F_4982,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250705T225057_20250705T225122_059955_077298_2CCA,6,5,ESA_WorldCover_10m_2021_v200_N36W072_Map.tif
S1A_IW_GRDH_1SDV_20250705T225122_20250705T225147_059955_077298_7076,4,4,
S1A_IW_GRDH_1SDV_20250707T083110_20250707T083139_059975_077351_1004,4,3,ESA_WorldCover_10m_2021_v200_S27W045_Map.tif
S1A_IW_GRDH_1SDV_20250707T092321_20250707T092350_059976_077359_EDCA,4,4,
S1A_IW_GRDH_1SDV_20250708T113408_20250708T113433_059992_0773EA_C045,4,4,
S1A_IW_GRDH_1SDV_20250708T190752_20250708T190817_059996_07740F_E63A,2,1,ESA_WorldCover_10m_2021_v200_S36E153_Map.tif
S1A_IW_GRDH_1SDV_20250711T055837_20250711T055902_060032_077547_699B,4,4,
S1A_IW_GRDH_1SDV_20250711T193332_20250711T193357_060040_077592_B766,4,4,
S1A_IW_GRDH_1SDV_20250713T001848_20250713T001913_060058_07762A_5C57,4,4,
S1A_IW_GRDH_1SDV_20250713T054128_20250713T054153_060061_077642_E147,4,4,
S1A_IW_GRDH_1SDV_20250713T163003_20250713T163028_060067_07767F_5920,2,1,ESA_WorldCover_10m_2021_v200_S30E033_Map.tif
S1A_IW_GRDH_1SDV_20250714T153902_20250714T153931_060081_0776FF_25DB,1,1,
S1A_IW_GRDH_1SDV_20250714T173326_20250714T173351_060083_077709_FD9C,4,4,
S1A_IW_GRDH_1SDV_20250715T021542_20250715T021606_060088_077739_3740,2,2,
S1A_IW_GRDH_1SDV_20250715T035234_20250715T035259_060089_077743_FB08,2,2,
S1A_IW_GRDH_1SDV_20250715T095436_20250715T095501_060093_077760_8795,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250715T095501_20250715T095526_060093_077760_4889,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250715T095616_20250715T095641_060093_077760_1FAF,4,4,
S1A_IW_GRDH_1SDV_20250715T112532_20250715T112557_060093_07776A_62D2,2,2,
S1A_IW_GRDH_1SDV_20250716T233423_20250716T233448_060115_077824_E5F7,4,3,ESA_WorldCover_10m_2021_v200_S15W081_Map.tif
S1A_IW_GRDH_1SDV_20250718T002643_20250718T002708_060131_0778A6_1D3D,2,2,
S1A_IW_GRDH_1SDV_20250719T083110_20250719T083139_060150_077956_58B5,4,3,ESA_WorldCover_10m_2021_v200_S27W045_Map.tif
S1A_IW_GRDH_1SDV_20250720T015019_20250720T015044_060161_0779B4_B24D,4,4,
S1A_IW_GRDH_1SDV_20250720T113407_20250720T113432_060167_0779EF_8B2D,4,4,
S1A_IW_GRDH_1SDV_20250720T190751_20250720T190816_060171_077A13_1559,2,1,ESA_WorldCover_10m_2021_v200_S36E153_Map.tif
S1A_IW_GRDH_1SDV_20250723T193332_20250723T193357_060215_077B9A_6548,4,4,
S1A_IW_GRDH_1SDV_20250724T142503_20250724T142528_060227_077C09_9CBA,2,2,
S1A_IW_GRDH_1SDV_20250725T015815_20250725T015844_060234_077C3D_F355,4,3,ESA_WorldCover_10m_2021_v200_N30W123_Map.tif
S1A_IW_GRDH_1SDV_20250725T054128_20250725T054153_060236_077C52_F1D5,4,4,
S1A_IW_GRDH_1SDV_20250725T163002_20250725T163027_060242_077C8C_6445,2,1,ESA_WorldCover_10m_2021_v200_S30E033_Map.tif
S1A_IW_GRDH_1SDV_20250726T153902_20250726T153931_060256_077D04_0826,1,1,
S1A_IW_GRDH_1SDV_20250727T035233_20250727T035258_060264_077D47_F0A8,2,2,
S1A_IW_GRDH_1SDV_20250727T095436_20250727T095501_060268_077D68_D2EB,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250727T095501_20250727T095526_060268_077D68_FED2,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250727T103934_20250727T103959_060268_077D6C_D33D,4,4,
S1A_IW_GRDH_1SDV_20250727T112532_20250727T112557_060268_077D6F_342B,2,2,
S1A_IW_GRDH_1SDV_20250728T233423_20250728T233448_060290_077E28_8D35,4,3,ESA_WorldCover_10m_2021_v200_S15W081_Map.tif
S1A_IW_GRDH_1SDV_20250729T225056_20250729T225121_060305_077E9E_0FD9,6,5,ESA_WorldCover_10m_2021_v200_N36W072_Map.tif
S1A_IW_GRDH_1SDV_20250729T225121_20250729T225146_060305_077E9E_C3E5,4,4,
S1A_IW_GRDH_1SDV_20250731T083109_20250731T083138_060325_077F57_40E4,4,3,ESA_WorldCover_10m_2021_v200_S27W045_Map.tif
S1A_IW_GRDH_1SDV_20250731T141651_20250731T141716_060329_077F80_00CD,2,2,
S1A_IW_GRDH_1SDV_20250801T113407_20250801T113432_060342_077FF2_60B9,4,4,
S1A_IW_GRDH_1SDV_20250801T190751_20250801T190816_060346_078019_953E,2,1,ESA_WorldCover_10m_2021_v200_S36E153_Map.tif
S1A_IW_GRDH_1SDV_20250804T193332_20250804T193357_060390_0781A0_DE4B,4,4,
S1A_IW_GRDH_1SDV_20250805T142503_20250805T142528_060402_078207_9714,2,2,
S1A_IW_GRDH_1SDV_20250806T015815_20250806T015844_060409_07823E_3A76,4,3,ESA_WorldCover_10m_2021_v200_N30W123_Map.tif
S1A_IW_GRDH_1SDV_20250806T163002_20250806T163027_060417_078294_EB7B,2,1,ESA_WorldCover_10m_2021_v200_S30E033_Map.tif
S1A_IW_GRDH_1SDV_20250806T191536_20250806T191601_060419_0782A5_AF18,4,4,
S1A_IW_GRDH_1SDV_20250807T153902_20250807T153931_060431_078322_AAE4,1,1,
S1A_IW_GRDH_1SDV_20250808T035233_20250808T035258_060439_078370_CD54,2,2,
S1A_IW_GRDH_1SDV_20250808T095435_20250808T095500_060443_078391_8D36,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250808T095500_20250808T095525_060443_078391_5813,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250808T095615_20250808T095640_060443_078391_9942,4,4,
S1A_IW_GRDH_1SDV_20250808T112532_20250808T112557_060443_07839A_7BD5,2,2,
S1A_IW_GRDH_1SDV_20250809T083935_20250809T084000_060456_078421_3DD2,4,4,
S1A_IW_GRDH_1SDV_20250809T224807_20250809T224832_060465_078475_18D1,2,2,
S1A_IW_GRDH_1SDV_20250809T233423_20250809T233448_060465_07847A_0D09,4,3,ESA_WorldCover_10m_2021_v200_S15W081_Map.tif
S1A_IW_GRDH_1SDV_20250812T083109_20250812T083138_060500_0785CF_711B,4,3,ESA_WorldCover_10m_2021_v200_S27W045_Map.tif
S1A_IW_GRDH_1SDV_20250812T092320_20250812T092349_060501_0785D8_D733,4,4,
S1A_IW_GRDH_1SDV_20250813T015019_20250813T015044_060511_07863E_4967,4,4,
S1A_IW_GRDH_1SDV_20250813T113407_20250813T113432_060517_078680_45FA,4,4,
S1A_IW_GRDH_1SDV_20250813T190751_20250813T190816_060521_0786AA_88CA,2,1,ESA_WorldCover_10m_2021_v200_S36E153_Map.tif
S1A_IW_GRDH_1SDV_20250816T193332_20250816T193357_060565_07886A_2A0C,4,4,
S1A_IW_GRDH_1SDV_20250817T142503_20250817T142528_060577_0788DF_80F4,2,2,
S1A_IW_GRDH_1SDV_20250818T001847_20250818T001912_060583_078915_D5E5,4,4,
S1A_IW_GRDH_1SDV_20250818T054127_20250818T054152_060586_07892F_52A5,4,4,
S1A_IW_GRDH_1SDV_20250818T163002_20250818T163027_060592_078976_0606,2,1,ESA_WorldCover_10m_2021_v200_S30E033_Map.tif
S1A_IW_GRDH_1SDV_20250818T191536_20250818T191601_060594_078986_5AFD,4,4,
S1A_IW_GRDH_1SDV_20250819T153902_20250819T153931_060606_078A07_42F0,1,1,
S1A_IW_GRDH_1SDV_20250820T035233_20250820T035258_060614_078A53_5450,2,2,
S1A_IW_GRDH_1SDV_20250820T095435_20250820T095500_060618_078A74_E598,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250820T095500_20250820T095525_060618_078A74_9040,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250820T095615_20250820T095640_060618_078A74_3D5A,4,4,
S1A_IW_GRDH_1SDV_20250821T224808_20250821T224833_060640_078B59_E798,2,2,
S1A_IW_GRDH_1SDV_20250822T225056_20250822T225121_060655_078BEA_C226,6,5,ESA_WorldCover_10m_2021_v200_N36W072_Map.tif
S1A_IW_GRDH_1SDV_20250822T225121_20250822T225146_060655_078BEA_1A41,4,4,
S1A_IW_GRDH_1SDV_20250823T002643_20250823T002708_060656_078BF4_4CD4,2,2,
S1A_IW_GRDH_1SDV_20250825T113407_20250825T113432_060692_078D67_7468,4,4,
S1A_IW_GRDH_1SDV_20250825T190751_20250825T190816_060696_078D8D_4592,2,1,ESA_WorldCover_10m_2021_v200_S36E153_Map.tif
S1A_IW_GRDH_1SDV_20250826T225605_20250826T225630_060713_078E34_49F8,4,4,
S1A_IW_GRDH_1SDV_20250828T193332_20250828T193357_060740_078F4E_F81E,4,4,
S1A_IW_GRDH_1SDV_20250829T142503_20250829T142528_060752_078FC4_CDEA,2,2,
S1A_IW_GRDH_1SDV_20250830T015815_20250830T015844_060759_078FFD_4B0B,4,3,ESA_WorldCover_10m_2021_v200_N30W123_Map.tif
S1A_IW_GRDH_1SDV_20250830T054128_20250830T054153_060761_079011_367B,4,4,
S1A_IW_GRDH_1SDV_20250830T122311_20250830T122341_060765_079040_D132,4,4,
S1A_IW_GRDH_1SDV_20250830T163002_20250830T163027_060767_079059_F9D9,2,1,ESA_WorldCover_10m_2021_v200_S30E033_Map.tif
S1A_IW_GRDH_1SDV_20250830T191536_20250830T191601_060769_07906B_AD9E,4,4,
S1A_IW_GRDH_1SDV_20250830T191601_20250830T191626_060769_07906B_3F0E,2,2,
S1A_IW_GRDH_1SDV_20250831T153902_20250831T153931_060781_0790EA_0B81,1,1,
S1A_IW_GRDH_1SDV_20250831T154854_20250831T154919_060782_0790EB_F7E9,2,2,
S1A_IW_GRDH_1SDV_20250901T021542_20250901T021605_060788_07912C_0086,2,2,
S1A_IW_GRDH_1SDV_20250901T035233_20250901T035258_060789_079136_B324,2,2,
S1A_IW_GRDH_1SDV_20250901T095436_20250901T095501_060793_079158_DE89,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250901T095616_20250901T095641_060793_079158_54A8,4,4,
S1A_IW_GRDH_1SDV_20250901T112532_20250901T112557_060793_079162_B38D,2,2,
S1A_IW_GRDH_1SDV_20250902T224808_20250902T224833_060815_079241_9713,2,2,
S1A_IW_GRDH_1SDV_20250902T233423_20250902T233448_060815_079246_B71C,4,3,ESA_WorldCover_10m_2021_v200_S15W081_Map.tif
S1A_IW_GRDH_1SDV_20250904T002643_20250904T002708_060831_0792DF_B82C,2,2,
S1A_IW_GRDH_1SDV_20250905T083110_20250905T083139_060850_0793A0_0291,4,3,ESA_WorldCover_10m_2021_v200_S27W045_Map.tif
S1A_IW_GRDH_1SDV_20250905T155656_20250905T155721_060855_0793DA_CAC3,4,4,
S1A_IW_GRDH_1SDV_20250906T015019_20250906T015044_060861_079410_B3CE,4,4,
S1A_IW_GRDH_1SDV_20250906T104754_20250906T104814_060866_07944F_3356,4,3,ESA_WorldCover_10m_2021_v200_S15W081_Map.tif
S1A_IW_GRDH_1SDV_20250906T135241_20250906T135306_060868_07945C_D3EF,4,4,
S1A_IW_GRDH_1SDV_20250906T190751_20250906T190816_060871_07947B_EDC3,2,1,ESA_WorldCover_10m_2021_v200_S36E153_Map.tif
S1A_IW_GRDH_1SDV_20250907T225606_20250907T225631_060888_079528_A9E2,4,4,
S1A_IW_GRDH_1SDV_20250909T055837_20250909T055902_060907_0795EC_8CC1,4,4,
S1A_IW_GRDH_1SDV_20250910T142503_20250910T142528_060927_0796BD_18EC,2,2,
S1A_IW_GRDH_1SDV_20250911T054128_20250911T054153_060936_07970E_722D,4,4,
S1A_IW_GRDH_1SDV_20250911T163003_20250911T163028_060942_079755_9E0D,2,1,ESA_WorldCover_10m_2021_v200_S30E033_Map.tif
S1A_IW_GRDH_1SDV_20250912T153902_20250912T153931_060956_0797E9_52CC,1,1,
S1A_IW_GRDH_1SDV_20250912T173326_20250912T173351_060958_0797F4_2E8D,4,4,
S1A_IW_GRDH_1SDV_20250913T021543_20250913T021606_060963_07982C_CF20,2,2,
S1A_IW_GRDH_1SDV_20250913T035234_20250913T035259_060964_079836_C838,2,2,
S1A_IW_GRDH_1SDV_20250913T095436_20250913T095501_060968_07985B_99EE,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
S1A_IW_GRDH_1SDV_20250913T095501_20250913T095526_060968_07985B_0B8B,4,3,ESA_WorldCover_10m_2021_v200_N27E123_Map.tif
